total_notes,duration,pitch_range,pitch_mean,pitch_std,pitch_class_entropy,interval_mean,stepwise_ratio,leap_ratio,unique_durations,duration_std,note_density,contour_change_rate,repetition_ratio,chord_change_rate,chord_change_std,avg_chord_size,avg_vertical_range,chord_pc_entropy,tonic_dominant_ratio,cadence_rate,key_change_rate,modulation_mean,sectional_repetition_ratio,sectional_similarity_mean,piece_id,composer,title,popularity
1955,552.5,57,66.83324808184143,10.488421233760908,0.8809241573486558,4.556067588325653,0.41423451100870456,0.3379416282642089,10,0.2018370373430322,3.5384615384615383,0.6143222506393862,0.3433641975308642,3.4624434389140273,95.48976767562559,1.0036199095022624,0.06319758672699853,0.016563217395919906,0.33072100313479624,0.02770517511761631,0.43333333333333335,2.066666666666667,1.0,0.9669078576825393,mozart-piano_sonatas-nueva_carpeta-k279_piano_sonata_n01_1mov,mozart,piano sonatas-nueva carpeta-k279 piano sonata n01 1mov,57
9106,1193.75,61,63.73259389413573,11.837634240788793,0.8841277507875437,2.136418599538309,0.7121028910629879,0.16126195449049138,13,0.5232158190388055,7.628062827225131,0.39907753129804524,0.5320318944184768,2.49717277486911,272.95693578186103,2.000349040139616,22.031343804537524,0.009439301499693426,0.369215291750503,0.05233143240523314,0.7304964539007093,2.723404255319149,0.9436619718309859,0.9572785124295633,mozart-symphonies-symphony_n25_k183_1mov,mozart,symphonies-symphony n25 k183 1mov,60
1374,330.0,58,66.96433770014556,12.15795689711456,0.849389587094185,3.912692589875275,0.5553925165077036,0.2949376375641966,11,0.7202662296144309,4.163636363636364,0.5094614264919942,0.2359882005899705,2.687878787878788,69.70481506600704,3.0065656565656567,38.97020202020202,0.026391171842853403,0.48423423423423423,0.06313416009019165,0.5,2.25,0.9523809523809523,0.9514110901494671,mozart-piano_concertos-piano_concerto_n25_k503_2mov,mozart,piano concertos-piano concerto n25 k503 2mov,57
6589,1852.0,51,67.48717559568979,10.195122516357175,0.8929568037957953,2.5643985419198057,0.6562879708383961,0.1588699878493317,18,0.37114934847896514,3.5577753779697625,0.6093489148580968,0.20930232558139536,2.6101511879049677,312.3636300397588,1.0026097912167027,0.032577393808495315,0.00631906030510303,0.3265770423991727,0.032892014894497314,0.37254901960784315,1.5098039215686274,0.970873786407767,0.9592855720856763,mozart-piano_sonatas-piano_sonata_n13_k333,mozart,piano sonatas-piano sonata n13 k333,66
1028,496.0,58,65.92801556420234,13.553050338138346,0.8761425641859871,6.288499025341131,0.33430799220272905,0.5009746588693957,13,0.4272869519917285,2.0725806451612905,0.5768482490272373,0.23443223443223443,3.6068548387096775,113.32607153377704,4.988743279569892,34.929603494623656,0.014345664413256637,0.49329608938547487,0.05925097820011179,0.2,0.6666666666666666,1.0,0.9477897182765554,mozart-k501_andante_with_5_variations_for_piano_duet,mozart,k501 andante with 5 variations for piano duet,57
10028,1444.0,61,64.05115676106901,12.837022433833592,0.8598456905293804,2.7307039440838743,0.6512231652521219,0.19750374438342486,16,0.5255467807345346,6.944598337950138,0.5181491822895892,0.2526024723487313,2.8012465373961217,236.11083419432623,1.0049053554939982,0.09828024007386886,0.01391704385948004,0.444636678200692,0.04969097651421508,0.5833333333333334,2.3076923076923075,0.9745222929936306,0.9567262268694684,mozart-piano_concertos-piano_concerto_n16_k451_1mov,mozart,piano concertos-piano concerto n16 k451 1mov,57
2493,462.0,55,62.790212595266745,11.372633389131176,0.8607527317055806,3.1002819170358435,0.6270640354409988,0.22633910592025774,13,0.3393057041034411,5.396103896103896,0.49498596068993184,0.9579124579124579,1.6147186147186148,114.7666876432033,1.0119047619047619,12.11598124098124,0.019405283449354452,0.5823293172690763,0.10857908847184987,0.6578947368421053,2.1842105263157894,1.0,0.9740301552152896,mozart-symphonies-symphony_n25_k183_3mov,mozart,symphonies-symphony n25 k183 3mov,60
6498,2169.0,60,67.14712219144351,11.458293796165814,0.9288151457439794,3.0072385646080395,0.6118897273987371,0.1846604035114739,20,0.6116660216171843,2.995850622406639,0.6044936903662665,0.22508237232289952,2.384047948363301,382.72915263757193,4.9948516981712,15.991893345627785,0.005807653307683283,0.37180974477958234,0.03461612840843164,0.5148514851485149,1.8217821782178218,0.9803921568627451,0.963744855403002,mozart-piano_sonatas-piano_sonata_n15_k593494,mozart,piano sonatas-piano sonata n15 k593494,66
1456,384.0,46,64.70054945054945,10.832985124526198,0.8593516150005094,2.22283356258597,0.717331499312242,0.12379642365887207,12,0.31281286655707585,3.7916666666666665,0.5947802197802198,0.16090985678180286,3.2942708333333335,92.16733758132577,1.0125868055555556,0.16536458333333334,0.04091515575782359,0.334913112164297,0.03557312252964427,0.5454545454545454,2.0,0.9130434782608695,0.9206176502050271,mozart-k393_solfeggi_n3,mozart,k393 solfeggi n3,66
260,97.0,41,62.88461538461539,10.374928657062883,0.8343735194500229,2.395348837209302,0.6821705426356589,0.1511627906976744,8,0.35982994435231325,2.6804123711340204,0.5461538461538461,0.08438818565400844,2.9072164948453607,20.250729949610793,1.0154639175257731,0.17010309278350522,0.09329552167162836,0.38162544169611307,0.05319148936170213,0.2222222222222222,1.1111111111111112,0.8,0.9044970333724751,mozart-k393_solfeggi_n2,mozart,k393 solfeggi n2,66
214,80.0,38,65.23364485981308,10.491740045761585,0.832240770945446,2.599056603773585,0.6226415094339622,0.10377358490566038,4,0.47744300506768456,2.675,0.7757009345794392,0.6293103448275862,1.5625,27.577164466275352,1.99375,30.828125,0.07373610248029319,0.46825396825396826,0.072,0.6666666666666666,2.3333333333333335,0.8,0.9114095515352963,mozart-the_chelsea_notebook-early_pieces_n11_country_dance,mozart,the chelsea notebook-early pieces n11 country dance,66
508,644.0,45,66.87007874015748,12.076794478888282,0.8555761939643443,10.157790927021697,0.2583826429980276,0.591715976331361,27,0.5654468523475742,0.7888198757763976,0.5137795275590551,0.18947368421052632,3.3027950310559007,92.37604307034013,1.0072463768115942,0.10494306418219461,0.01662464356125681,0.337406015037594,0.03620122237893747,0.8888888888888888,4.111111111111111,1.0,0.9513556614754597,mozart-piano_sonatas-nueva_carpeta-k281_piano_sonata_n03_1mov,mozart,piano sonatas-nueva carpeta-k281 piano sonata n03 1mov,57
232,144.0,48,64.91379310344827,13.39287719558632,0.7786381814363308,5.595652173913043,0.32608695652173914,0.4434782608695652,3,0.48672479904405763,1.6111111111111112,0.6594827586206896,0.875,1.25,71.0,2.0034722222222223,28.010416666666668,0.03336844603980402,0.4419889502762431,0.13333333333333333,0.4444444444444444,2.0,1.0,0.96886023821691,mozart-the_chelsea_notebook-early_pieces_n7_country_dance,mozart,the chelsea notebook-early pieces n7 country dance,66
550,297.0,45,61.405454545454546,10.7994285449202,0.777469861913887,3.469835466179159,0.3912248628884826,0.23583180987202926,6,0.22255320813697924,1.8518518518518519,0.5963636363636363,0.8983050847457628,1.9461279461279462,84.84429440409822,1.0061728395061729,0.14169472502805838,0.03230274935645242,0.4835924006908463,0.058823529411764705,0.3333333333333333,1.6666666666666667,1.0,0.9789704113004233,mozart-another_piece_for_piano_k176,mozart,another piece for piano k176,64
